State,District,Subdistt,Town/Village,Level,Name,TRU,No_HH
10,203,1015,216412,VILLAGE,Pipra,Rural,367
10,203,1015,216413,VILLAGE,Ajhia Serwa,Rural,87
10,203,1015,216414,VILLAGE,Pachrukhia,Rural,109
10,203,1015,216415,VILLAGE,Mahuawa Bhaisa,Rural,275
10,203,1015,216416,VILLAGE,Poharwa,Rural,153
10,203,1015,216417,VILLAGE,Harpur,Rural,186
10,203,1015,216418,VILLAGE,Patkhauli,Rural,210
10,203,1015,216419,VILLAGE,Bairia,Rural,369
10,203,1015,216420,VILLAGE,Bajra,Rural,405
10,203,1015,216421,VILLAGE,Kharkatwa,Rural,137
10,203,1015,216422,VILLAGE,Belwa,Rural,197
10,203,1015,216423,VILLAGE,Majharia,Rural,441
10,203,1015,216424,VILLAGE,Rajpur,Rural,73
10,203,1015,216425,VILLAGE,Masahi,Rural,228
10,203,1015,216426,VILLAGE,Kamta,Rural,377
10,203,1015,216427,VILLAGE,Chhitmi,Rural,193
10,203,1015,216428,VILLAGE,Asurari,Rural,59
10,203,1015,216429,VILLAGE,Kauaha,Rural,117
10,203,1015,216430,VILLAGE,Serahwa,Rural,194
10,203,1015,216431,VILLAGE,Mandiha,Rural,174
10,203,1015,216432,VILLAGE,Balua,Rural,129
10,203,1015,216433,VILLAGE,Pipra,Rural,558
10,203,1015,216434,VILLAGE,Banspur,Rural,179
10,203,1015,216435,VILLAGE,Pararauna,Rural,294
10,203,1015,216436,VILLAGE,Bahuarwa,Rural,93
10,203,1015,216437,VILLAGE,Barwa,Rural,349
10,203,1015,216439,VILLAGE,Bhawanipur,Rural,162
10,203,1015,216441,VILLAGE,Dhanauji,Rural,230
10,203,1015,216442,VILLAGE,Kathraw,Rural,267
10,203,1015,216443,VILLAGE,Bendauli,Rural,312
10,203,1015,216444,VILLAGE,Pahkaul,Rural,311
10,203,1015,216445,VILLAGE,Kehunia Dih,Rural,4
10,203,1015,216446,VILLAGE,Sisai,Rural,57
10,203,1015,216447,VILLAGE,Ratni,Rural,147
10,203,1015,216448,VILLAGE,Ratanpurwa,Rural,86
10,203,1015,216449,VILLAGE,Parsanda,Rural,311
10,203,1015,216450,VILLAGE,Dumaria,Rural,281
10,203,1015,216451,VILLAGE,Domat,Rural,399
10,203,1015,216452,VILLAGE,Bishunpurwa,Rural,120
10,203,1015,216453,VILLAGE,Kairi,Rural,146
10,203,1015,216454,VILLAGE,Kataha,Rural,4
10,203,1015,216455,VILLAGE,Mahajogin,Rural,129
10,203,1015,216456,VILLAGE,Dharampur,Rural,73
10,203,1015,216457,VILLAGE,Botgonw,Rural,48
10,203,1015,216458,VILLAGE,Gheghaulia,Rural,74
10,203,1015,216459,VILLAGE,Rajpur,Rural,218
10,203,1015,216460,VILLAGE,Sonkhar,Rural,4
10,203,1015,216461,VILLAGE,Balwal,Rural,169
10,203,1015,216462,VILLAGE,Parsa Dih,Rural,109
10,203,1015,216463,VILLAGE,Betahania,Rural,147
10,203,1015,216465,VILLAGE,Bhawanipur,Rural,122
10,203,1015,216466,VILLAGE,Bairia,Rural,43
10,203,1015,216467,VILLAGE,Bhatni,Rural,65
10,203,1015,216469,VILLAGE,Dewarh,Rural,325
10,203,1015,216470,VILLAGE,Gawnaha,Rural,157
10,203,1015,216471,VILLAGE,Jamunia,Rural,513
10,203,1015,216472,VILLAGE,Genharia,Rural,439
10,203,1015,216473,VILLAGE,Lachhmipur,Rural,284
10,203,1015,216474,VILLAGE,Ban Bairia,Rural,219
10,203,1015,216475,VILLAGE,Dhamaura,Rural,388
10,203,1015,216476,VILLAGE,Supaul,Rural,68
10,203,1015,216477,VILLAGE,Khairatia,Rural,141
10,203,1015,216478,VILLAGE,Ekwa,Rural,201
10,203,1015,216479,VILLAGE,Bhatujhila,Rural,96
10,203,1015,216480,VILLAGE,Parsauni,Rural,208
10,203,1015,216481,VILLAGE,Ekdarwa,Rural,193
10,203,1015,216482,VILLAGE,Charihani,Rural,94
10,203,1015,216483,VILLAGE,Bhikhnathori,Rural,140
10,203,1016,0,SUB-DISTRICT,Mainatanr,Total,34349
10,203,1016,0,SUB-DISTRICT,Mainatanr,Rural,34349
10,203,1016,0,SUB-DISTRICT,Mainatanr,Urban,0
10,203,1016,216484,VILLAGE,Kewlapur,Rural,39
10,203,1016,216485,VILLAGE,Bhatuahwa,Rural,379
10,203,1016,216486,VILLAGE,Damrapur,Rural,457
10,203,1016,216487,VILLAGE,Tilojpur,Rural,364
10,203,1016,216488,VILLAGE,Dudhaura,Rural,162
10,203,1016,216489,VILLAGE,Sitlapur,Rural,2
10,203,1016,216490,VILLAGE,Bhirbhiri,Rural,175
10,203,1016,216491,VILLAGE,Biranchi,Rural,463
10,203,1016,216492,VILLAGE,Laukar,Rural,251
10,203,1016,216493,VILLAGE,Puraina,Rural,376
10,203,1016,216494,VILLAGE,Manpur,Rural,17
10,203,1016,216495,VILLAGE,Chakarsen,Rural,311
10,203,1016,216496,VILLAGE,Gamharia,Rural,36
10,203,1016,216497,VILLAGE,Hardia,Rural,134
10,203,1016,216498,VILLAGE,Pararia,Rural,115
10,203,1016,216499,VILLAGE,Pachgachhia,Rural,1
10,203,1016,216500,VILLAGE,Jigna,Rural,290
10,203,1016,216501,VILLAGE,Pachrauta,Rural,89
10,203,1016,216502,VILLAGE,Rampur,Rural,754
10,203,1016,216503,VILLAGE,Chauhatta,Rural,349
10,203,1016,216504,VILLAGE,Dhokraha,Rural,273
10,203,1016,216505,VILLAGE,Bakulahia,Rural,188
10,203,1016,216507,VILLAGE,Sihnaula,Rural,262
10,203,1016,216508,VILLAGE,Pakri,Rural,132
10,203,1016,216509,VILLAGE,Barwa,Rural,677
10,203,1016,216510,VILLAGE,Pachrukha,Rural,227
10,203,1016,216511,VILLAGE,Sirhwa,Rural,206
10,203,1016,216512,VILLAGE,Pachrukhi,Rural,171
10,203,1016,216513,VILLAGE,Pipra,Rural,124
10,203,1016,216514,VILLAGE,Behri,Rural,728
10,203,1016,216515,VILLAGE,Jasauli,Rural,185
10,203,1016,216516,VILLAGE,Dhumatanr,Rural,565
10,203,1016,216518,VILLAGE,Bhangaha,Rural,1582
10,203,1016,216519,VILLAGE,Shahpur Parsuni,Rural,377
10,203,1016,216520,VILLAGE,Jobdi,Rural,296
10,203,1016,216521,VILLAGE,Jhumka,Rural,300
10,203,1016,216522,VILLAGE,Kaulapur,Rural,77
10,203,1016,216523,VILLAGE,Parsauni,Rural,310
10,203,1016,216524,VILLAGE,Padmaul,Rural,97
10,203,1016,216525,VILLAGE,Pirari,Rural,1102
10,203,1016,216526,VILLAGE,Senuaria,Rural,210
10,203,1016,216527,VILLAGE,Jhanjhri,Rural,584
10,203,1016,216528,VILLAGE,Ghorpakri,Rural,623
10,203,1016,216529,VILLAGE,Sebia,Rural,151
10,203,1016,216530,VILLAGE,Nagardahi,Rural,248
10,203,1016,216531,VILLAGE,Indarwa,Rural,1063
10,203,1016,216532,VILLAGE,Bhatkaul,Rural,98
10,203,1016,216533,VILLAGE,Sakraul,Rural,722
10,203,1016,216534,VILLAGE,Bairia,Rural,76
10,203,1016,216535,VILLAGE,Khamhia,Rural,656
10,203,1016,216536,VILLAGE,Rampurwa,Rural,563
10,203,1016,216537,VILLAGE,Bhaluahia,Rural,195
10,203,1016,216538,VILLAGE,Basantpur,Rural,601
10,203,1016,216539,VILLAGE,Tola Chhaparia,Rural,737
10,203,1016,216540,VILLAGE,Dewalia,Rural,277
10,203,1016,216541,VILLAGE,Piparpanti,Rural,229
10,203,1016,216542,VILLAGE,Singasani,Rural,135
10,203,1016,216543,VILLAGE,Bahuarwa,Rural,166
10,203,1016,216544,VILLAGE,Purainia,Rural,602
10,203,1016,216545,VILLAGE,Chiutaha,Rural,278
10,203,1016,216546,VILLAGE,Dhobni,Rural,350
10,203,1016,216547,VILLAGE,Inarwa,Rural,233
10,203,1016,216548,VILLAGE,Basantpur,Rural,344
10,203,1016,216549,VILLAGE,Lipni,Rural,526
10,203,1016,216550,VILLAGE,Asogwa,Rural,149
10,203,1016,216551,VILLAGE,Bharwalia,Rural,97
10,203,1016,216552,VILLAGE,Baudh Barwa,Rural,287
10,203,1016,216554,VILLAGE,Langri,Rural,320
10,203,1016,216555,VILLAGE,Ramnagri,Rural,292
10,203,1016,216556,VILLAGE,Mainatanr,Rural,1155
10,203,1016,216557,VILLAGE,Babhnauli,Rural,190
10,203,1016,216558,VILLAGE,Bheriharwa,Rural,128
10,203,1016,216559,VILLAGE,Pakuhawa,Rural,642
10,203,1016,216560,VILLAGE,Bahuarwa Tilangahi,Rural,368
10,203,1016,216561,VILLAGE,Parsotimpur,Rural,434
10,203,1016,216562,VILLAGE,Madhuri,Rural,705
10,203,1016,216563,VILLAGE,Bahuarwa,Rural,307
10,203,1016,216564,VILLAGE,Narkatia,Rural,254
10,203,1016,216565,VILLAGE,Lachhmipur,Rural,553
10,203,1016,216566,VILLAGE,Bharbharwa,Rural,280
10,203,1016,216567,VILLAGE,Bherihari,Rural,604
10,203,1016,216568,VILLAGE,Marjadwa,Rural,414
10,203,1016,216569,VILLAGE,Mahuawa,Rural,632
10,203,1016,216570,VILLAGE,Parsa,Rural,518
10,203,1016,216571,VILLAGE,Bhaluahia,Rural,374
10,203,1016,216572,VILLAGE,Balirampur,Rural,307
10,203,1016,216573,VILLAGE,Belwania,Rural,194
10,203,1016,216574,VILLAGE,Majharia,Rural,304
10,203,1016,216575,VILLAGE,Santpur Parsauni,Rural,352
10,203,1016,216576,VILLAGE,Bastha,Rural,918
10,203,1016,216577,VILLAGE,Pipra Santpur,Rural,276
10,203,1016,216579,VILLAGE,Gauripur,Rural,181
10,203,1016,216580,VILLAGE,Sukhlahi,Rural,804
10,203,1017,0,SUB-DISTRICT,Narkatiaganj,Total,68915
10,203,1017,0,SUB-DISTRICT,Narkatiaganj,Rural,59832
10,203,1017,0,SUB-DISTRICT,Narkatiaganj,Urban,9083
10,203,1017,216581,VILLAGE,Bargon,Rural,212
10,203,1017,216582,VILLAGE,Merraul,Rural,135
10,203,1017,216583,VILLAGE,Parsi,Rural,324
10,203,1017,216584,VILLAGE,Bhataura,Rural,403
10,203,1017,216585,VILLAGE,Manwa,Rural,268
10,203,1017,216586,VILLAGE,Bishunpurwa,Rural,531
10,203,1017,216587,VILLAGE,Mahuawa,Rural,589
10,203,1017,216588,VILLAGE,Pipra,Rural,253
10,203,1017,216589,VILLAGE,Majharia,Rural,202
10,203,1017,216590,VILLAGE,Bargajwa,Rural,214
10,203,1017,216591,VILLAGE,Pakri,Rural,823
10,203,1017,216592,VILLAGE,Siswa,Rural,80
10,203,1017,216593,VILLAGE,Sitwapur,Rural,284
10,203,1017,216594,VILLAGE,Harditerha,Rural,739
10,203,1017,216595,VILLAGE,Maheshpur,Rural,473
10,203,1017,216596,VILLAGE,Satwaria,Rural,435
10,203,1017,216597,VILLAGE,Shikarpur,Rural,1336
10,203,1017,216598,VILLAGE,Indarwa,Rural,226
10,203,1017,216599,VILLAGE,Mujauna,Rural,121
10,203,1017,216600,VILLAGE,Kesaria,Rural,1001
10,203,1017,216601,VILLAGE,Majharia,Rural,391
10,203,1017,216602,VILLAGE,Kundalpur,Rural,321
10,203,1017,216603,VILLAGE,Bisambharapur,Rural,1
10,203,1017,216604,VILLAGE,Bargajwa,Rural,705
10,203,1017,216605,VILLAGE,Kukurha,Rural,959
10,203,1017,216606,VILLAGE,Chanpatia,Rural,213
10,203,1017,216607,VILLAGE,Tilokwa,Rural,167
10,203,1017,216608,VILLAGE,Nautanwa,Rural,1080
10,203,1017,216609,VILLAGE,Odarwa,Rural,312
10,203,1017,216610,VILLAGE,Murli,Rural,192
10,203,1017,216611,VILLAGE,Tola Pararia,Rural,367
10,203,1017,216612,VILLAGE,Phulwaria,Rural,532
10,203,1017,216613,VILLAGE,Sakhuania,Rural,323
10,203,1017,216615,VILLAGE,Dhobaha,Rural,965
10,203,1017,216616,VILLAGE,Rakhahi,Rural,522
10,203,1017,216617,VILLAGE,Malda,Rural,243
10,203,1017,216618,VILLAGE,Bairia,Rural,474
10,203,1017,216619,VILLAGE,Maldi,Rural,360
10,203,1017,216620,VILLAGE,Tarharwa,Rural,130
10,203,1017,216621,VILLAGE,Chitamanpur,Rural,125
10,203,1017,216622,VILLAGE,Sisai,Rural,484
10,203,1017,216623,VILLAGE,Champapur,Rural,290
10,203,1017,216625,VILLAGE,Dhaarahwa,Rural,274
10,203,1017,216626,VILLAGE,Khairwa,Rural,88
10,203,1017,216627,VILLAGE,Mathura,Rural,496
10,203,1017,216628,VILLAGE,Siarahi,Rural,276
10,203,1017,216629,VILLAGE,Belwania,Rural,477
10,203,1017,216630,VILLAGE,Gokhula,Rural,846
10,203,1017,216631,VILLAGE,Durgaulia,Rural,316
10,203,1017,216632,VILLAGE,Nankar,Rural,277
10,203,1017,216633,VILLAGE,Motihari,Rural,198
10,203,1017,216634,VILLAGE,Barwa,Rural,342
10,203,1017,216635,VILLAGE,Auraia,Rural,85
10,203,1017,216636,VILLAGE,Bairia,Rural,240
10,203,1017,216637,VILLAGE,Maga Rahi,Rural,327
10,203,1017,216638,VILLAGE,Bhasurari,Rural,555
10,203,1017,216639,VILLAGE,Pokharia,Rural,301
10,203,1017,216640,VILLAGE,Barwa Barauli,Rural,795
10,203,1017,216641,VILLAGE,Sonasati,Rural,740
10,203,1017,216642,VILLAGE,Rajpur,Rural,522
10,203,1017,216643,VILLAGE,Mahuawa,Rural,44
10,203,1017,216644,VILLAGE,Musaharwa,Rural,532
10,203,1017,216645,VILLAGE,Garurha,Rural,145
10,203,1017,216646,VILLAGE,Poia,Rural,70
10,203,1017,216647,VILLAGE,Dhaminha,Rural,437
10,203,1017,216648,VILLAGE,Harsari,Rural,289
10,203,1017,216649,VILLAGE,Purainia,Rural,653
10,203,1017,216650,VILLAGE,Koirganwan,Rural,325
10,203,1017,216651,VILLAGE,Tumkaria,Rural,248
10,203,1017,216652,VILLAGE,Katgharwa,Rural,316
10,203,1017,216653,VILLAGE,Narkatia,Rural,247
10,203,1017,216654,VILLAGE,Bishunpurwa,Rural,308
10,203,1017,216655,VILLAGE,Sofwa,Rural,258
10,203,1017,216656,VILLAGE,Barwa,Rural,345
10,203,1017,216658,VILLAGE,Jaimangalpur,Rural,352
10,203,1017,216659,VILLAGE,Jamunia,Rural,374
10,203,1017,216660,VILLAGE,Mathia Khap,Rural,22
10,203,1017,216661,VILLAGE,Mathia Nisf,Rural,177
10,203,1017,216662,VILLAGE,Mathia,Rural,82
10,203,1017,216663,VILLAGE,Khiria,Rural,224
10,203,1017,216664,VILLAGE,Marhia,Rural,759
10,203,1017,216665,VILLAGE,Sirahwa,Rural,29
10,203,1017,216666,VILLAGE,Matiaria,Rural,433
10,203,1017,216667,VILLAGE,Dhumnagiar,Rural,949
10,203,1017,216668,VILLAGE,Terhi Kuia,Rural,165
10,203,1017,216669,VILLAGE,Chengauna,Rural,698
10,203,1017,216670,VILLAGE,Pokharia,Rural,488
10,203,1017,216671,VILLAGE,Maldahia,Rural,671
10,203,1017,216673,VILLAGE,Semra,Rural,136
10,203,1017,216674,VILLAGE,Laukaria,Rural,245
10,203,1017,216675,VILLAGE,Sugauli,Rural,636
10,203,1017,216676,VILLAGE,Banwaria,Rural,398
10,203,1017,216678,VILLAGE,Kaulachi,Rural,47
10,203,1017,216679,VILLAGE,Imilia,Rural,62
10,203,1017,216681,VILLAGE,Rampur,Rural,380
10,203,1017,216682,VILLAGE,Anjua,Rural,1022
10,203,1017,216684,VILLAGE,Mujauna,Rural,358
10,203,1017,216685,VILLAGE,Bahuarwa,Rural,344
10,203,1017,216686,VILLAGE,Chaurbar,Rural,84
10,203,1017,216687,VILLAGE,Siswa,Rural,252
10,203,1017,216688,VILLAGE,Bahuarwa,Rural,218
10,203,1017,216689,VILLAGE,Sirahwa,Rural,705
10,203,1017,216690,VILLAGE,Dakahwa,Rural,205
10,203,1017,216691,VILLAGE,Dhankutwa,Rural,291
10,203,1017,216692,VILLAGE,Takia,Rural,409
10,203,1017,216693,VILLAGE,Dumaria,Rural,729
10,203,1017,216694,VILLAGE,Kharkatwa,Rural,184
10,203,1017,216695,VILLAGE,Pipra,Rural,260
10,203,1017,216696,VILLAGE,Murli,Rural,184
10,203,1017,216697,VILLAGE,Sakraul,Rural,138
10,203,1017,216698,VILLAGE,Lediharwa,Rural,142
10,203,1017,216699,VILLAGE,Tutuhia,Rural,21
10,203,1017,216700,VILLAGE,Madhubani,Rural,438
10,203,1017,216701,VILLAGE,Roari,Rural,837
10,203,1017,216702,VILLAGE,Siswa,Rural,389
10,203,1017,216703,VILLAGE,Bijbania,Rural,86
10,203,1017,216704,VILLAGE,Kehunia,Rural,1032
10,203,1017,216705,VILLAGE,Gobardhana,Rural,266
10,203,1017,216706,VILLAGE,Parorha,Rural,654
10,203,1017,216708,VILLAGE,Bhagauna,Rural,367
10,203,1017,216709,VILLAGE,Baswaria,Rural,248
10,203,1017,216711,VILLAGE,Semri,Rural,1241
10,203,1017,216712,VILLAGE,Katahri,Rural,559
10,203,1017,216714,VILLAGE,Hichhopal,Rural,47
10,203,1017,216715,VILLAGE,Belwa,Rural,995
10,203,1017,216716,VILLAGE,Baitapur,Rural,362
10,203,1017,216717,VILLAGE,Mathia,Rural,280
10,203,1017,216718,VILLAGE,Rampur,Rural,707
10,203,1017,216719,VILLAGE,Bheriharwa,Rural,950
10,203,1017,216720,VILLAGE,Sirsia,Rural,649
10,203,1017,216721,VILLAGE,Hainswa,Rural,281
10,203,1017,216722,VILLAGE,Bhabhta,Rural,1261
10,203,1017,216723,VILLAGE,Samahuta,Rural,549
10,203,1017,216724,VILLAGE,Somgarh,Rural,768
10,203,1017,216725,VILLAGE,Barnihar,Rural,358
10,203,1017,216726,VILLAGE,Harpur,Rural,296
10,203,1017,216727,VILLAGE,Bakhri,Rural,174
10,203,1017,216728,VILLAGE,Balua,Rural,56
10,203,1017,216729,VILLAGE,Sitapur,Rural,199
10,203,1017,216730,VILLAGE,Barwa,Rural,163
10,203,1017,216732,VILLAGE,Ramauli,Rural,216
10,203,1017,216733,VILLAGE,Langra,Rural,649
10,203,1017,216735,VILLAGE,Chamua,Rural,521
10,203,1017,216736,VILLAGE,Salempur,Rural,239
10,203,1017,216737,VILLAGE,Pipra,Rural,429
10,203,1017,216738,VILLAGE,Saidpur,Rural,294
10,203,1017,216739,VILLAGE,Chanki,Rural,488
10,203,1017,216740,VILLAGE,Binwalia,Rural,734
10,203,1017,801278,TOWN,Narkatiaganj (Nagar Parishad),Urban,9083
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0001,Urban,457
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0002,Urban,395
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0003,Urban,416
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0004,Urban,515
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0005,Urban,591
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0006,Urban,404
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0007,Urban,117
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0008,Urban,181
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0009,Urban,299
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0010,Urban,281
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0011,Urban,257
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0012,Urban,410
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0013,Urban,647
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0014,Urban,302
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0015,Urban,588
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0016,Urban,258
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0017,Urban,198
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0018,Urban,194
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0019,Urban,306
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0020,Urban,461
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0021,Urban,273
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0022,Urban,575
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0023,Urban,183
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0024,Urban,497
10,203,1017,801278,WARD,Narkatiaganj (Nagar Parishad) WARD NO.-0025,Urban,278
10,203,1018,0,SUB-DISTRICT,Lauriya,Total,41593
10,203,1018,0,SUB-DISTRICT,Lauriya,Rural,41593
10,203,1018,0,SUB-DISTRICT,Lauriya,Urban,0
10,203,1018,216741,VILLAGE,Inarbarwaletiha,Rural,76
10,203,1018,216742,VILLAGE,Telpur,Rural,1373
10,203,1018,216743,VILLAGE,Dumra,Rural,461
10,203,1018,216744,VILLAGE,Deurwa,Rural,590
10,203,1018,216745,VILLAGE,Pandepatti,Rural,168
10,203,1018,216746,VILLAGE,Parsaunadih,Rural,188
10,203,1018,216747,VILLAGE,Sita Pur,Rural,273
10,203,1018,216748,VILLAGE,Kandholia,Rural,577
10,203,1018,216749,VILLAGE,Baswaria,Rural,1204
10,203,1018,216750,VILLAGE,Gawnaha,Rural,298
10,203,1018,216751,VILLAGE,Dumdumwa,Rural,68
10,203,1018,216752,VILLAGE,Sahuatanr,Rural,247
10,203,1018,216753,VILLAGE,Murtia,Rural,34
10,203,1018,216754,VILLAGE,Pakri,Rural,24
10,203,1018,216755,VILLAGE,Nankar,Rural,173
10,203,1018,216756,VILLAGE,Lakar,Rural,364
10,203,1018,216757,VILLAGE,Sisai,Rural,295
10,203,1018,216758,VILLAGE,Dhobini,Rural,1227
10,203,1018,216759,VILLAGE,Ramauli,Rural,208
10,203,1018,216760,VILLAGE,Belwa,Rural,235
10,203,1018,216761,VILLAGE,Sikta,Rural,525
10,203,1018,216762,VILLAGE,Bakulahia,Rural,85
10,203,1018,216763,VILLAGE,Lipni,Rural,432
10,203,1018,216764,VILLAGE,Chainpatia,Rural,135
10,203,1018,216765,VILLAGE,Barbiro,Rural,320
10,203,1018,216766,VILLAGE,Bherihawa,Rural,221
10,203,1018,216767,VILLAGE,Gondauli,Rural,834
10,203,1018,216768,VILLAGE,Siswania,Rural,858
10,203,1018,216769,VILLAGE,Barwa,Rural,560
10,203,1018,216770,VILLAGE,Dharwa,Rural,244
10,203,1018,216771,VILLAGE,Pakri,Rural,430
10,203,1018,216772,VILLAGE,Lauria,Rural,1898
10,203,1018,216773,VILLAGE,Belwa,Rural,302
10,203,1018,216774,VILLAGE,Thakurtola,Rural,237
10,203,1018,216775,VILLAGE,Marahia,Rural,614
10,203,1018,216776,VILLAGE,Pararawan,Rural,473
10,203,1018,216777,VILLAGE,Bishunpurwa,Rural,783
10,203,1018,216778,VILLAGE,Phulwaria,Rural,649
10,203,1018,216779,VILLAGE,Loharpatia,Rural,88
10,203,1018,216780,VILLAGE,Dumra,Rural,308
10,203,1018,216781,VILLAGE,Mathia,Rural,1216
10,203,1018,216782,VILLAGE,Pandari,Rural,249
10,203,1018,216783,VILLAGE,Manguraha,Rural,184
10,203,1018,216785,VILLAGE,Manguraha,Rural,109
10,203,1018,216786,VILLAGE,Parsa,Rural,334
10,203,1018,216787,VILLAGE,Parautola,Rural,524
10,203,1018,216788,VILLAGE,Bankatwa,Rural,353
10,203,1018,216789,VILLAGE,Baswaria,Rural,472
10,203,1018,216790,VILLAGE,Jiria,Rural,292
10,203,1018,216791,VILLAGE,Dubaulia,Rural,312
10,203,1018,216792,VILLAGE,Lakhanpur,Rural,309
10,203,1018,216793,VILLAGE,Gokhula,Rural,227
10,203,1018,216794,VILLAGE,Rampur Sauna,Rural,593
10,203,1018,216795,VILLAGE,Bahuarwa,Rural,544
10,203,1018,216796,VILLAGE,Suarchhap,Rural,896
10,203,1018,216797,VILLAGE,Gobraura,Rural,1008
10,203,1018,216798,VILLAGE,Matiaria,Rural,692
10,203,1018,216799,VILLAGE,Baghlochna,Rural,156
10,203,1018,216800,VILLAGE,Jamunia,Rural,407
